0_60_time,year,manufacturer,model
7.2,2010,MITSUBISHI,MITSUBISHI LANCER GTS
11.2,2010,MITSUBISHI,MITSUBISHI LANCER 1.5 SE
5.5,2010,MITSUBISHI,MITSUBISHI LANCER SPORTBACK RALLIART
7.9,2011,MITSUBISHI,MITSUBISHI LANCER ES
8.2,2012,MITSUBISHI,MITSUBISHI LANCER GT
7.9,2017,MITSUBISHI,MITSUBISHI LANCER SEL 2.4 AWC
5.4,1997,MITSUBISHI,MITSUBISHI LANCER EVOLUTION IV
5.0,2000,MITSUBISHI,MITSUBISHI LANCER EVOLUTION VI
4.3,2000,MITSUBISHI,MITSUBISHI LANCER EVOLUTION VI RS2
5.9,2002,MITSUBISHI,MITSUBISHI LANCER EVOLUTION VII
4.3,2003,MITSUBISHI,MITSUBISHI LANCER EVO VIII (VISHNU STAGE 1 KIT)
3.4,2003,MITSUBISHI,MITSUBISHI LANCER EVO VIII (VISHNU STAGE 3 KIT)
4.8,2003,MITSUBISHI,MITSUBISHI LANCER EVOLUTION VIII
4.1,2003,MITSUBISHI,MITSUBISHI LANCER EVO VIII (VISHNU STAGE 1 PLUS KIT)
4.5,2003,MITSUBISHI,HKS MITSUBISHI LANCER EVOLUTION
4.6,2004,MITSUBISHI,MITSUBISHI LANCER EVOLUTION RS
4.7,2004,MITSUBISHI,MITSUBISHI LANCER EVOLUTION VIII
4.7,2005,MITSUBISHI,MITSUBISHI LANCER EVOLUTION MR
4.3,2005,MITSUBISHI,MITSUBISHI LANCER EVOLUTION RS
4.5,2006,MITSUBISHI,MITSUBISHI LANCER EVOLUTION IX MR
4.7,2006,MITSUBISHI,MITSUBISHI LANCER EVOLUTION GSR
4.3,2006,MITSUBISHI,MITSUBISHI LANCER EVOLUTION RS
4.5,2007,MITSUBISHI,MITSUBISHI LANCER EVOLUTION X
4.0,2008,MITSUBISHI,MITSUBISHI LANCER EVO X GSR FQ-360
9.4,2008,MITSUBISHI,MITSUBISHI LANCER EVOLUTION 1.8 GS3
5.2,2008,MITSUBISHI,MITSUBISHI LANCER EVOLUTION MR
4.7,2008,MITSUBISHI,MITSUBISHI LANCER EVOLUTION GSR
3.7,2009,MITSUBISHI,MITSUBISHI LANCER EVO X FQ-400
4.5,2010,MITSUBISHI,MITSUBISHI LANCER EVOLUTION MR TOURING
4.5,2010,MITSUBISHI,MITSUBISHI LANCER EVOLUTION SE
5.0,2015,MITSUBISHI,MITSUBISHI LANCER EVOLUTION MR
4.4,2015,MITSUBISHI,MITSUBISHI LANCER EVOLUTION FINAL EDITION
4.6,2015,MITSUBISHI,MITSUBISHI LANCER EVOLUTION GSR
2.7,2014,MITSUBISHI,MITSUBISHI MIEV EVOLUTION III (RACE CAR)
10.3,1985,MITSUBISHI,MITSUBISHI MIRAGE TURBO 3-DOOR
11.9,1987,MITSUBISHI,MITSUBISHI MIRAGE
12.3,1989,MITSUBISHI,MITSUBISHI MIRAGE SEDAN
7.9,1989,MITSUBISHI,MITSUBISHI MIRAGE TURBO
10.9,1993,MITSUBISHI,MITSUBISHI MIRAGE LS COUPE
8.6,1994,MITSUBISHI,MITSUBISHI MIRAGE LS COUPE
8.9,1997,MITSUBISHI,MITSUBISHI MIRAGE LS COUPE
9.4,2000,MITSUBISHI,MITSUBISHI MIRAGE DE SEDAN
11.3,2013,MITSUBISHI,MITSUBISHI MIRAGE 1.2 3-DOOR
11.3,2015,MITSUBISHI,MITSUBISHI MIRAGE 1.2 ES 5-DOOR
12.8,2017,MITSUBISHI,MITSUBISHI MIRAGE G4 SE SEDAN
12.3,1989,MITSUBISHI,MITSUBISHI MONTERO LS
13.4,1991,MITSUBISHI,MITSUBISHI MONTERO LS
12.7,1992,MITSUBISHI,MITSUBISHI MONTERO SR
10.7,1994,MITSUBISHI,MITSUBISHI MONTERO SR
9.9,1995,MITSUBISHI,MITSUBISHI MONTERO SR
10.4,1996,MITSUBISHI,MITSUBISHI MONTERO SR
9.7,2001,MITSUBISHI,MITSUBISHI MONTERO LIMITED
9.6,2005,MITSUBISHI,MITSUBISHI MONTERO LIMITED
10.6,1998,MITSUBISHI,MITSUBISHI MONTERO SPORT LS
10.0,2000,MITSUBISHI,MITSUBISHI MONTERO SPORT LIMITED
11.1,2003,MITSUBISHI,MITSUBISHI OUTLANDER XLS AWD
8.9,2007,MITSUBISHI,MITSUBISHI OUTLANDER XLS V6 AWC
10.4,2007,MITSUBISHI,MITSUBISHI OUTLANDER 2.0 DI-D DIESEL  EQUIPPE
9.2,2008,MITSUBISHI,MITSUBISHI OUTLANDER ES
7.0,2010,MITSUBISHI,MITSUBISHI OUTLANDER GT
11.3,2013,MITSUBISHI,MITSUBISHI OUTLANDER 2.3 DIESEL GX5
9.4,2013,MITSUBISHI,MITSUBISHI OUTLANDER 2.2 DID DIESEL GX4
6.7,2014,MITSUBISHI,MITSUBISHI OUTLANDER GT
9.1,2014,MITSUBISHI,MITSUBISHI OUTLANDER SE S-AWC
7.7,2016,MITSUBISHI,MITSUBISHI OUTLANDER GT S-AWC
9.2,2016,MITSUBISHI,MITSUBISHI OUTLANDER SEL S-AWC
9.2,2018,MITSUBISHI,MITSUBISHI OUTLANDER GT PLUG-IN HYBRID
8.5,2021,MITSUBISHI,MITSUBISHI OUTLANDER GT S-AWC PLUG-IN HYBRID
8.4,2022,MITSUBISHI,MITSUBISHI OUTLANDER SEL S-AWC
9.5,2011,MITSUBISHI,MITSUBISHI OUTLANDER SPORT SE
