0_60_time,year,manufacturer,model
5.7,2003,BMW,BMW 330I (MANUAL)
5.7,2006,BMW,BMW 330I (MANUAL)
6.0,2006,BMW,BMW 330D
6.6,2006,BMW,BMW 330I
5.7,2016,BMW,BMW 330E IPERFORMANCE HYBRID
5.4,2017,BMW,BMW 330I
5.4,2017,BMW,BMW 330I XDRIVE
5.5,2019,BMW,BMW 330I M-SPORT
5.2,2019,BMW,BMW 330I M-SPORT XDRIVE
5.0,2021,BMW,BMW 330E PLUG-IN HYBRID
5.9,2006,BMW,BMW 335D
5.4,2007,BMW,BMW 335I CONVERTIBLE
4.8,2007,BMW,BMW 335I
6.6,2007,BMW,BMW 335D M-SPORT
4.8,2007,BMW,BMW 335I COUPE (MANUAL)
5.0,2007,BMW,BMW 335I COUPE
4.4,2007,BMW,VISHNU PERFORMANCE SYSTEMS BMW 335I COUPE
4.4,2008,BMW,BMW 335I DINAN S3
4.8,2009,BMW,BMW 335I
5.5,2009,BMW,BMW 335D
5.0,2009,BMW,BMW 335I COUPE
4.7,2010,BMW,BMW 335I
5.2,2010,BMW,BMW 335I CONVERTIBLE
4.7,2011,BMW,BMW 335I
4.7,2011,BMW,BMW 335IS COUPE
4.3,2011,BMW,BMW 335I DINAN S3
4.6,2011,BMW,BMW 335IS COUPE (MANUAL)
5.0,2011,BMW,BMW 335I COUPE
4.7,2012,BMW,BMW 335I
4.7,2013,BMW,BMW 335I
4.4,2013,BMW,BMW 335I XDRIVE
4.5,2013,BMW,BMW 335I M-SPORT SEDAN
5.0,2014,BMW,BMW 335I GRAN TURISMO HATCHBACK
5.2,2014,BMW,BMW 335I GRAN TURISMO XDRIVE
4.6,2015,BMW,BMW 335I XDRIVE
4.8,2016,BMW,BMW 340I
4.9,2016,BMW,BMW 340I XDRIVE
3.8,2020,BMW,BMW M340I
5.2,2014,BMW,BMW 428I COUPE
5.5,2015,BMW,BMW 428I XDRIVE COUPE
5.5,2015,BMW,BMW 428I GRAN COUPE
5.6,2016,BMW,BMW 428I XDRIVE GRAN COUPE
5.7,2018,BMW,BMW 430I COUPE
5.7,2018,BMW,BMW 430I XDRIVE GRAN COUPE
5.2,2021,BMW,BMW 430I M-SPORT XDRIVE COUPE
5.1,2014,BMW,BMW 435I COUPE
5.1,2014,BMW,BMW 435I CONVERTIBLE
5.2,2014,BMW,BMW 435I COUPE (MANUAL)
5.1,2015,BMW,BMW 435I M-SPORT GRAN COUPE
4.4,2015,BMW,BMW 435I XDRIVE COUPE
4.9,2016,BMW,BMW 435I GRAN COUPE
4.6,2015,BMW,BMW 435D XDRIVE M-SPORT GRAN COUPE
5.1,2014,BMW,BMW 435I CONVERTIBLE
4.7,2016,BMW,BMW 435I XDRIVE GRAN COUPE
4.4,2018,BMW,BMW 440I COUPE
10.2,1959,BMW,BMW 507 ROADSTER
7.8,2010,BMW,BMW 520D SE
8.0,2011,BMW,BMW 520D TOURING SE WAGON
8.8,2013,BMW,BMW 520D M-SPORT GRAN TURISMO
7.4,2014,BMW,BMW 520D SE
7.7,2015,BMW,BMW 520D TOURING SE
11.6,1985,BMW,BMW 524TD
10.9,1986,BMW,BMW 524TD
9.5,1992,BMW,BMW 525I
11.5,1993,BMW,BMW 525E TOURING
11.5,1993,BMW,BMW 525I TOURING
8.7,1996,BMW,BMW 525I TOURING
8.8,2003,BMW,BMW 525I WAGON
6.8,2012,BMW,BMW 525D SE
8.1,1979,BMW,BMW 528I
10.3,1982,BMW,BMW 528E
7.4,1997,BMW,BMW 528I
6.9,1997,BMW,BMW 528I (MANUAL)
6.8,1999,BMW,BMW 528I
6.8,2008,BMW,BMW 528I
7.0,2010,BMW,BMW 528I
6.4,2011,BMW,BMW 528I
6.0,2012,BMW,BMW 528I
6.9,1994,BMW,BMW 530I (MANUAL)
8.9,1994,BMW,BMW 530I TOURING
8.9,1995,BMW,BMW 530I
6.7,2003,BMW,BMW 530I
6.7,2004,BMW,BMW 530I (MANUAL)
6.9,2005,BMW,BMW 530I
7.6,2006,BMW,BMW 530XI WAGON
6.3,2007,BMW,BMW 530I
6.6,2009,BMW,BMW 530D
6.1,2010,BMW,BMW 530D SE
6.7,2012,BMW,BMW 530D GT M-SPORT
6.1,2017,BMW,BMW 530I
