0_60_time,year,manufacturer,model
8.7,1997,DODGE,DODGE RAM 1500 SPORT LARAMIE SLT REGULAR CAB 4X4
12.0,1997,DODGE,DODGE RAM 1500 LT REGULAR CAB
9.1,1998,DODGE,DODGE RAM 1500 QUAD CAB SPORT
9.1,2000,DODGE,DODGE RAM 1500 SPORT QUAD CAB 4X4
9.1,2000,DODGE,DODGE RAM 1500 SPORT EXTENDED CAB 4X4
9.9,2002,DODGE,DODGE RAM 1500 SLT PLUS SPORT QUAD CAB 4X4
9.2,2002,DODGE,DODGE RAM 1500 SLT REGULAR CAB 4X4
9.1,2002,DODGE,DODGE RAM 1500 SLT PLUS SPORT QUAD CAB
6.8,2003,DODGE,DODGE RAM 1500 SLT HEMI REGULAR CAB
4.9,2004,DODGE,DODGE RAM SRT-10 REGULAR CAB (MANUAL)
5.4,2005,DODGE,DODGE RAM SRT-10 QUAD CAB
9.1,2006,DODGE,DODGE RAM 1500 LARAMIE MEGA CAB 4X4
7.8,2007,DODGE,DODGE RAM 1500 SPORT QUAD CAB 4X4
6.6,2009,DODGE,DODGE RAM 1500 SLT CREW CAB 4X4
5.7,2009,DODGE,DODGE RAM 1500 SPORT R/T REGULAR CAB
7.4,2009,DODGE,DODGE RAM 1500 LARAMIE CREW CAB 4X4
9.6,1996,DODGE,DODGE RAM 2500 V10 LARAMIE SLT 4X4 (SUV CONVERSION)
7.9,1998,DODGE,DODGE RAM 2500 LARAMIE REGULAR CAB
8.0,1998,DODGE,DODGE RAM 2500 HD LARAMIE SLT V10 EXTENDED CAB 4X4
8.1,2003,DODGE,DODGE RAM 2500 HD LARAMIE QUAD CAB 4X4
8.9,2004,DODGE,DODGE RAM 2500 HD SLT 5.9L QUAD CAB 4X4
9.1,2005,DODGE,DODGE RAM 2500 HD POWER WAGON 4X4
8.4,2010,DODGE,DODGE RAM 2500 POWER WAGON LARAMIE CREW CAB 4X4
8.3,2010,DODGE,DODGE RAM 2500 LARAMIE CREW CAB DIESEL 4X4
7.2,2010,DODGE,DODGE RAM 2500 HD LARAMIE 5.7L CREW CAB 4X4
9.7,1999,DODGE,DODGE RAM 3500 SPORT V10 REGULAR CAB
9.8,1999,DODGE,DODGE RAM 3500 SPORT V10 REGULAR CAB 4X4
12.3,2003,DODGE,DODGE RAM 3500 HD LARAMIE QUAD CAB DIESEL DUALLY 4X4
9.6,1994,DODGE,DODGE RAM VAN
6.4,1986,DODGE,DODGE SHELBY GLHS
6.6,1987,DODGE,DODGE SHELBY GLHS
6.9,1987,DODGE,DODGE SHELBY CSX
6.4,1991,DODGE,DODGE SPIRIT R/T
10.9,1992,DODGE,DODGE SPIRIT ES
7.0,1991,DODGE,DODGE STEALTH ES
5.9,1991,DODGE,DODGE STEALTH R/T TURBO
5.6,1992,DODGE,DODGE STEALTH R/T TURBO
9.3,1995,DODGE,DODGE STRATUS ES
7.3,2001,DODGE,DODGE STRATUS R/T
8.3,2001,DODGE,DODGE STRATUS ES
7.4,2002,DODGE,DODGE STRATUS R/T
7.1,2003,DODGE,DODGE STRATUS R/T
4.6,1992,DODGE,DODGE VIPER RT/10
4.5,1993,DODGE,DODGE VIPER RT/10
4.5,1996,DODGE,DODGE VIPER RT/10
4.0,1997,DODGE,DODGE VIPER GTS
4.6,1997,DODGE,DODGE VIPER RT/10
3.6,1998,DODGE,SVSI DODGE VIPER RT/10
4.1,1998,DODGE,DODGE VIPER GT2
4.0,1998,DODGE,DODGE VIPER GTS
4.1,1998,DODGE,DODGE VIPER RT/10
3.6,1997,DODGE,HENNESSEY DODGE VIPER VENOM 600 GTS
4.0,1999,DODGE,DODGE VIPER GT2
4.0,1999,DODGE,DODGE VIPER GTS
3.2,1999,DODGE,HENNESSEY DODGE VIPER VENOM 650R
3.6,2000,DODGE,TNT MOTORSPORTS DODGE VIPER KING SNAKE
4.1,2000,DODGE,DODGE VIPER RT/10
3.3,2001,DODGE,LINGENFELTER DODGE VIPER GTS
4.1,2001,DODGE,DODGE VIPER GTS
4.0,2001,DODGE,DODGE VIPER GTS ACR
3.9,2003,DODGE,DODGE VIPER SRT-10
2.9,2003,DODGE,HENNESSEY DODGE VIPER VENOM 650R
3.7,2004,DODGE,HENNESSEY DODGE VIPER VENOM TWIN-TURBO ROADSTER
3.1,2004,DODGE,DODGE VIPER COMPETITION RACE CAR
3.3,2004,DODGE,DODGE VIPER RSI 700
4.1,2004,DODGE,DODGE VIPER RSI SR TWIN-TURBO
3.9,2005,DODGE,DODGE VIPER SRT-10
3.9,2006,DODGE,DODGE VIPER SRT-10 COUPE
3.5,2008,DODGE,DODGE VIPER SRT-10
3.4,2008,DODGE,DODGE VIPER SRT-10 ACR
3.6,2009,DODGE,DODGE VIPER SRT-10 COUPE
3.6,2010,DODGE,DODGE VIPER SRT-10
3.3,2013,DODGE,DODGE VIPER GTS
3.5,2013,DODGE,DODGE SRT VIPER
3.3,2014,DODGE,DODGE SRT VIPER TIME ATTACK EDITION
3.4,2015,DODGE,DODGE VIPER GTC
3.4,2016,DODGE,DODGE VIPER ACR
3.3,2017,DODGE,DODGE VIPER ACR EXTREME AERO
