0_60_time,year,manufacturer,model
8.7,1994,PONTIAC,PONTIAC GRAND PRIX SE 3100 COUPE
6.7,1996,PONTIAC,PONTIAC GRAND PRIX GTP COUPE
5.8,1997,PONTIAC,PONTIAC GRAND PRIX 300 GPX
6.5,1997,PONTIAC,PONTIAC GRAND PRIX GTP COUPE
6.5,1997,PONTIAC,PONTIAC GRAND PRIX GTP
6.5,1998,PONTIAC,PONTIAC GRAND PRIX SLP GTX COUPE
6.8,2000,PONTIAC,PONTIAC GRAND PRIX GTP COUPE
6.7,2000,PONTIAC,PONTIAC GRAND PRIX GTP
6.7,2004,PONTIAC,PONTIAC GRAND PRIX GTP COMPETITION PACK
8.0,2004,PONTIAC,PONTIAC GRAND PRIX GT2
5.8,2005,PONTIAC,PONTIAC GRAND PRIX GXP
5.6,2006,PONTIAC,PONTIAC GRAND PRIX GXP
7.3,1964,PONTIAC,PONTIAC TEMPEST GTO 389 CONVERTIBLE
4.6,1964,PONTIAC,PONTIAC TEMPEST GTO 389 HARDTOP
4.9,1967,PONTIAC,PONTIAC GTO ROYAL BOBCAT 400 COUPE (MANUAL)
5.2,1967,PONTIAC,PONTIAC GTO ROYAL BOBCAT 400 COUPE
6.8,1968,PONTIAC,PONTIAC GTO 400 RAM AIR (MANUAL)
7.3,1968,PONTIAC,PONTIAC GTO 400 RAM AIR
5.2,1968,PONTIAC,PONTIAC GTO ROYAL BOBCAT 428 COUPE
5.8,1969,PONTIAC,PONTIAC GTO RAM AIR IV CONVERTIBLE
6.4,1969,PONTIAC,PONTIAC GTO JUDGE
9.3,1974,PONTIAC,PONTIAC GTO
5.3,2004,PONTIAC,PONTIAC GTO (MANUAL)
4.3,2004,PONTIAC,LINGENFELTER PONTIAC LPE GTO
5.4,2004,PONTIAC,PONTIAC GTO
4.6,2005,PONTIAC,PONTIAC GTO
4.7,2005,PONTIAC,PONTIAC GTO (MANUAL)
4.9,2005,PONTIAC,MTI PONTIAC GTO
4.6,2006,PONTIAC,PONTIAC GTO SLP 455 BOBCAT
10.4,2005,PONTIAC,PONTIAC MONTANA SV6
6.7,2006,PONTIAC,PONTIAC SOLSTICE
4.4,2006,PONTIAC,MALLETT PONTIAC SOLSTICE LS2 V8
5.5,2007,PONTIAC,PONTIAC SOLSTICE GXP
5.3,2009,PONTIAC,PONTIAC SOLSTICE GXP COUPE
12.4,1976,PONTIAC,PONTIAC SUNBIRD
7.7,1990,PONTIAC,PONTIAC SUNBIRD TURBO
9.1,1993,PONTIAC,PONTIAC SUNBIRD
9.1,1993,PONTIAC,PONTIAC SUNBIRD SE CONVERTIBLE
7.8,1996,PONTIAC,PONTIAC SUNFIRE GT
7.8,1998,PONTIAC,PONTIAC SUNFIRE SE CONVERTIBLE
12.1,1990,PONTIAC,PONTIAC TRANS SPORT SE
10.7,1992,PONTIAC,PONTIAC TRANS SPORT SE
11.1,1996,PONTIAC,PONTIAC TRANS SPORT SE
8.0,2003,PONTIAC,PONTIAC VIBE GT
9.9,2004,PONTIAC,PONTIAC VIBE
7.8,2009,PONTIAC,PONTIAC VIBE GT
